File,Code,Text
"Australia_South23, 2022, Climate Change Action Plan 2022","[Paris, Scenario]","['While we support the objectives of the Paris Agreement, current global signposts continue to point towards a trajectory of at least 2°C warming, which forms our base case. It assumes, based on current trends and technology developments, that there will be increased commitment to climate action which accelerates the transition towards a low-carbon economy, raising the necessary investment in infrastructure to support the transition. This probable trajectory forms our base case for commodity and carbon price forecasts, planning, budgeting, investment decisions and valuation assessment. ', 'In FY21, we developed a 1.5°C scenario to inform our assessment of the resilience of our portfolio under a rapid global transition to a low-carbon world. The outcomes from this assessment are described on page 77 and will be updated in FY23. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[Scenario, IPCC, Paris]","['The scenarios we apply for our physical climate risk assessment are informed by the IPCC Representative Concentration Pathways (RCPs)(10). These include RCP4.5, which equates to between 1.1°C and 2.6°C of warming by the end of the century and broadly aligns with our base case scenario, and RCP8.5, which equates to between 2.6°C and 4.8°C of warming by the end of the century. The RCP8.5 scenario reflects an emissions trajectory where the world fails to meet the goals of the Paris Agreement and the physical impacts of climate change are more severe. ', 'Learn more about our Physical Climate Risk assessment on page 93. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[Paris, Scenario]","['Our view is that higher carbon prices are likely to be required to accelerate the pace of global decarbonisation. Reflecting this, and to stress test for outcomes aligned to the temperature goals of the Paris Agreement, we adopt a long-term global carbon price from FY40 of US$100 per tonne in a below 2°C scenario and US$160 per tonne in our 1.5°C scenario. A higher carbon price than those used in our scenario analysis would trigger re-evaluation of the viability of new projects and the costs of existing operations under accelerated transition scenarios. ', 'We continue to assess and update our carbon price forecasts in response to changes in policy, technology and price benchmarks. ', 'Learn more about our analysis that underpins our internal carbon price in our 2022 ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[Scenario, IPCC]","['(9) Our climate scenarios are not intended to represent a full and definite description of the future, but rather highlight the main elements of a possible future landscape and draw out the key factors that could drive future developments. It’s important to note that scenarios are hypothetical, they are not forecasts but rather a tool used to enhance critical thinking, refine our strategy and support key business decisions. ', '(10) The most recent and widely used scenarios are the IPCC’s RCPs. These were developed in 2007 and used in the IPCC’s 5th Assessment Report. There are four RCPs which represent possible future GHG emissions and concentration scenarios: RCP8.5, RCP6.0, RCP4.5 and RCP2.6. Each RCP defines a specific emissions trajectory and subsequent ‘radiative forcing’. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[Scenario, Paris]","['In our 1.5°C scenario, the transition to a low-carbon world occurs at a much more rapid pace across all major sectors than in our base case. Demand for most of our commodities grows significantly in this scenario despite a rise in recycling rates, reflecting the critical role of many of our commodities as the world decarbonises. The increased demand would be driven by the uptake of mineral-intensive low-carbon technologies, led by the electrification of passenger vehicles and supporting generation and transmission networks. ', 'Key outcomes in our 1.5°C scenario, compared to our base case, are shown in the table below. ', '2050 average global commodity demand in 1.5°C scenario versus base case ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[Scenario, Paris]","['1.5°C scenario anchored on rising electric vehicle (EV) penetration (from 4% to 100%) and proliferation of renewables generation (six fold increase to 20TW) from 2020 to 2050 ', 'Additional demand in 1.5˜C scenario Reduction in demand in 1.5˜C scenario ', 'Aluminium benefits from higher intensity of use in EVs, substitution of plastics in packaging and increasing use in renewables ', '– Aluminium intensity in EVs is ~40% higher than internal combustion engine (ICE) vehicles (from 111kg/car in 2020 to 256kg/car in 2050) due to light-weighting ', 'Copper is a key metal used in EVs, charging infrastructure and renewable energy ', 'Copper intensity in EVs is ~3x that of ICE vehicles (23kg/car) ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Paris],"['Copper intensity for offshore wind generation is ~12x for coal and gas ', 'Silver is used in solar panels due to its superior electrical conductivity ', 'Lead impacted by reduced demand for lead batteries in motor cars as ICE fleet is phased out by 2050, partly offset by higher demand for use in energy storage systems ', 'Wind and solar energy could increase >10x by 2050 in 1.5°C scenario, equivalent to adding 3x the capacity of the USA each year ', 'Zinc intensity in offshore wind and solar installations is ~300x and 200x higher, respectively, than in autos (10kg/car) ', 'Zinc demand could double to 24 Mt by 2040, akin to adding three Taylor sized projects(1) each year in the currently supply constrained environment ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[Scenario, Paris]","['Our analysis indicates that our base and precious metals and manganese businesses would benefit from commodity price upside in the 1.5°C scenario, with only a modest carbon price impact due to their lower carbon intensity. While our alumina and aluminium businesses would also benefit from higher commodity prices, the carbon price impact will depend on their energy intensity and the ability to decarbonise. For example, Hillside Aluminium would be uncompetitive in the 1.5°C scenario without an affordable source of low-carbon energy, while the carbon impact on Mozal Aluminium would be lower given its access to low-carbon energy. Our analysis also indicated that Illawarra Metallurgical Coal would face a high carbon price burden, but without the benefit of commodity price upside. ', 'Learn more about the key assumptions used in our 1.5°C scenario in our 2022 Sustainability Databook at www.south32.net ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['In the first year after South32 was established, we set a long-term goal of achieving net zero operational GHG emissions by 2050 and our first emissions reduction target to keep our FY21 Scope 1 GHG emissions below our FY15 baseline. ', 'In FY21, we achieved our first emissions reduction target and set a medium-term target to halve our operational GHG emissions from an FY21 baseline(11) by 2035. Our medium-term target and longterm goal(12) guide our decarbonisation planning and activities and we assess all portfolio and major investment decisions against them. ', 'Ninety three per cent of our operational GHG emissions are generated from four operations – Hillside Aluminium, Mozal Aluminium, Worsley Alumina and Illawarra Metallurgical Coal – and we are focusing on these operations in order to achieve a significant reduction in our emissions. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Paris],"['In developing our medium-term GHG emissions reduction target, we reviewed science-based emissions reduction pathways that seek to align with the goals of the Paris Agreement and limit global warming to well below 2ºC, while pursuing efforts to limit the increase to 1.5ºC. We recognise this is a critical step as we continue to assess options to align our business to prosper in a low-carbon world. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[IPCC, Scenario, Paris, Offset]","['The IPCC Special Report Global Warming of 1.5°C indicates that, relative to 2010 levels, total global GHG emissions will need to decline by about 45 per cent by 2030 to limit global warming to 1.5°C. This includes deep reductions in methane emissions. The Special Report also presents a number of illustrative model pathways for how these net emissions reductions may be achieved, based on different mitigation strategies. These indicate that carbon dioxide emissions from fossil fuel and industry sources will need to decline sharply by approximately 50-70 per cent by 2030. This represents an annual average reduction of approximately 2.5 per cent to 3.5 per cent, applying an absolute contraction approach. The scale of reductions required depends in part on the rate of development and uptake of bioenergy with carbon capture and storage. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022","[Paris, Scope3]","['Our medium-term target is to reduce our operational GHG emissions by 50 per cent from FY21 levels by 2035. This equates to an annual average reduction of approximately 3.6 per cent (noting that some stakeholders consider full alignment with a 1.5°C goal would include Scope 3 GHG emissions) ', '(11) FY21 baseline adjusted to exclude GHG emissions from SAEC and TEMCO, which were divested in FY21. ', '(12) Our medium-term target and long-term goal apply to our group-wide business. They are separate to, but take into account, facility specific regulatory targets, baselines, carbon budgets, and other emission related indicators, that are set by, or comply with, various national and sub-national regulatory schemes across the jurisdictions in which we operate. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['(13) For example, Say on Climate Children’s Investment Fund Foundation guidance; Australian Council of Superannuation Investors, December 2021 Guidelines; ISS International Climate Proxy Voting Guidelines; Glass Lewis 2022 Policy Guidelines; Investor Group on Climate Change 2022 Corporate Climate Transition Plans: a guide to investor expectations; Climate Action 100+ Net Zero Company Benchmark ', 'FY18 FY20 FY21(1) Millions of tonnes CO˜-e 0 5 10 15 20 25 FY19 Scope 1 Scope 2 10.4 12.9 10.5 13.0 10.2 12.6 23.3 9.3 11.4 20.7 23.5 22.8 FY22 9.1 11.9 21.0 ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",Scope3,"['Direct emissions from activities at our operations (Scope 1) decreased by 0.2 Mt CO2-e largely due to reduced fugitive emissions from Illawarra Metallurgical Coal and an increase in the use of natural gas at Worsley Alumina along with the consumption of biomass in place of energy coal. ', 'While our Scope 1 emissions declined, there was an increase of 0.5 Mt CO2-e in emissions from electricity used by our operations (Scope 2). The primary driver was the increase in the grid emission factor(15) for the South African electricity grid, with Hillside Aluminium’s Scope 2 emissions increasing by 0.4 Mt CO2-e despite energy use at the smelter remaining steady. Scope 2 emissions from Mozal Aluminium also increased as a result of planned maintenance impacting the availability of hydroelectric power. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Paris],"['The remaining GHG emissions (4.5 Mt CO2-e) are attributable to a range of activities, including consumption of carbon anodes at Hillside Aluminium and Mozal Aluminium, and electricity or fuel consumption at our other operations. ', '(14) Exclude GHG emissions from SAEC and TEMCO, which were divested in FY21. (15) The GHG grid emission factor is the total amount of GHGs emitted per unit of electricity generated for and distributed by an electricity grid. ', 'Our decarbonisation plans focus on the four operations that generate the vast majority of our Scope 1 and Scope 2 GHG emissions, and are shaped by their differing production methods and the energy markets and regulations to which they are exposed. Article 4 of the Paris Agreement recognises that peak GHG emissions will take longer in developing countries, creating additional complexity for Hillside Aluminium and Mozal Aluminium. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Offset],"['Our approach to decarbonisation applies the mitigation hierarchy. This means we prioritise avoidance of emissions and, where avoidance is not possible, we mitigate GHG emissions through efficiency initiatives or transition to low-carbon energy. We intend only to use voluntary carbon offsets after these options have been fully explored. Carbon credits may be used to comply with regulatory requirements in South Africa and Australia. ', 'Learn about our approach to the use of carbon credits and carbon offsets on page 89. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['Illawarra Metallurgical Coal comprises two underground metallurgical coal mines, Appin and Dendrobium, located in the southern coalfields of NSW in Australia. IMC produces premium metallurgical coal, which is used to produce steel, a critical material for buildings, transportation and renewable energy infrastructure. ', 'Illawarra Metallurgical Coal’s Scope 1 GHG emissions are predominantly from fugitive emissions, which are gases released from underground coal seams during mining. Methane is a significant contributor to Illawarra Metallurgical Coal’s reported operational GHG emissions with a global warming potential 28 times greater than carbon dioxide(18) . ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",Scope3,"['We measure fugitive emissions using certified instrumentation deployed on site and the amount can vary greatly between mining areas, based on the surrounding rock strata, depth and composition of the seam. Approximately 87 per cent of Illawarra Metallurgical Coal’s FY22 reported Scope 1 emissions are from Appin, which has higher gas and methane content. ', 'Illawarra Metallurgical Coal sources electricity to operate ventilation systems and conveyors through an existing partnership with EDL Energy, a producer of sustainable distributed energy, which utilises our coal mine waste gas to generate electricity. We also import electricity from the NSW grid, which represented around 15 per cent of Illawarra Metallurgical Coal’s total reported Scope 1 and 2 emissions in FY22. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Offset],"['(<http://www.ldescouncil.com>)visit www.ldescouncil.com. ', 'Our decarbonisation plans prioritise avoidance and mitigation, in accordance with our mitigation hierarchy. However, carbon offsets are likely to be required for residual emissions to deliver our longterm net zero operational GHG emissions by 2050 goal. Residual emissions may include ‘hard to abate’ emissions arising from chemical processes and fugitive emissions. ', 'Use of carbon credits may be utilised in the near term to meet regulatory requirements in South Africa and Australia. In South Africa, the government extended the existing carbon credit exemption rules of the South African Carbon Tax Act, 2019. In Australia, we anticipate reform of the central climate change policy tool, the Emissions Reduction Fund, is likely to include tightening of emission limits under the Safeguard Mechanism which may promote demand for Australian Carbon Credit Units. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Offset],"['We may also use carbon offsets to support our ability to place products, should demand for carbon neutral base metals or aluminium emerge. ', 'The agreement on the Article 6 mechanism at COP26 marked an important development in global carbon offset markets. The definition of a new form of carbon offset, double-counting safeguards and limits on use of carbon offset from the Kyoto Protocol’s Clean Development mechanism, have clarified future global carbon market rules. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Offset],"['The private-sector led Taskforce on Scaling of Voluntary Carbon Markets (TSVCM) has made progress towards upscaling an effective voluntary carbon market. In late 2021, the TSVCM announced the creation of the Integrity Council for the Voluntary Carbon Market (the Council) as an independent governance body for the voluntary carbon market. The Council will have an initial focus on developing Core Carbon Principles (CCPs) and an accompanying threshold standard for voluntary carbon offsets. The CCPs are expected to set quality standards for the voluntary use of carbon offsets, including strong environmental and social integrity. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Offset],"['We will continue to monitor regulatory and market developments closely as we mature our approach to carbon offsets and credits, aligning with robust, credible standards and expectations. We will preference carbon offsets and credits sourced from jurisdictions in which we operate, from projects that benefit local communities or Indigenous, Traditional or Tribal Peoples, and provide co-benefits linked to our other sustainability objectives (e.g. just transition, social performance, biodiversity) to maximise value. ', 'In FY22, we established a dedicated carbon markets team to monitor global and regional carbon market developments and procure carbon offsets and credits. ', 'Just transition is the fair, equitable and inclusive social transition towards a low-carbon global economy. We understand that our decarbonisation initiatives are likely to impact some of the communities and regions where we operate and that a well-planned and just transition can create new and longterm opportunities. We are committed to supporting a fair and equitable transition for people, communities and other stakeholders. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Paris],"['Our current just transition planning is focused on Hillside Aluminium and Worsley Alumina. These operations and connected businesses sustain significant energy coal supply chains that are large employers.  The transition away from the use of energy coal creates both risk and opportunity for people, communities, regions and supply chains. We are working with governments, communities and other stakeholders to determine the best pathway towards a low-carbon future for these operations and regions. ', 'Establishing a framework to support just transition ', 'In FY22, we developed guiding principles which align with the objectives of the Paris Agreement and will be used to integrate just transition planning into our decarbonisation planning and decision making. These principles were developed following a review of technical papers(20) , guidelines(21) and peer practices and will be integrated into our business processes and standards. ', 'Alignment of the net zero pathway with just transition principles is critical to support access to clean energy and a safer, more sustainable world for generations to come. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['Scope 3 GHG emissions include those associated with upstream activities, such as embodied emissions in goods and services we use, and downstream activities such as the processing and end-use of our products by our customers. We have been reporting Scope 3 GHG emissions since FY17. ', 'While we do not have direct control over Scope 3 GHG emissions, we have a critical part to play in contributing to the decarbonisation of the value chain for our commodities. To support this, we have set a new goal of net zero Scope 3 GHG emissions by 2050. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['We are progressing near-term actions including partnering with customers and suppliers to support and co-design emissions reduction programs, contributing to industry decarbonisation and product stewardship initiatives, and supporting the development of innovative technology solutions. We will continue to assess the impact of our portfolio decisions on value chain emissions, and we expect that our Scope 3 GHG emissions intensity will decrease as we increase our exposure to base metals. ', 'LONG-TERM SCOPE 3 GOAL: Net zero Scope 3 greenhouse gas emissions by 2050 with near-term actions in three strategic areas - Partnerships, Industry Engagement and Innovation ', 'Building meaningful partnerships with customers and suppliers to support and co-design emission reduction programs ', 'Contributing to industry groups that support decarbonisation and product stewardship initiatives ', 'Supporting the development of technology solutions to address value chain emissions ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['In FY22, we reported Scope 3 GHG emissions of 67.4 Mt CO2-e(22), ten per cent higher than the adjusted FY21 reported emissions of 61.5 Mt CO2-e(23). This is primarily due to changes in the global warming potentials for bauxite mining and electrolysis, an increase in spend profile related to purchased goods and services and upstream transportation and distribution. The acquisition of a 45 per cent interest in Sierra Gorda copper mine in Chile resulted in an increase in investment-related downstream emissions when compared to FY21. ', 'FY18 FY19 FY21(1) Millions of tonnes CO˜-e 0 20 40 60 80 100 120 140 FY20 FY22 110.0 61.5 116.4117.0 67.4 ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['(1) FY21 emissions adjusted to exclude GHG emissions from SAEC and TEMCO, which were divested in FY21. ', 'Alumina and aluminium Metallurgical coal Manganese ore Other 43% 28% 25% 4% ', 'Notes: Estimate of Scope 3 GHG emissions by commodity are based on processing and use of sold products, and apportionment of other categories. ', '(22) Includes emissions associated with Sierra Gorda operations (South32 share). (23) Reported FY21 Scope 3 GHG emissions adjusted to exclude SAEC and TEMCO which were divested in FY21. Unadjusted FY21 Scope 3 GHG emissions were 106 Mt CO2-e. ', 'In FY22, almost 90 per cent of reported value chain emissions were attributable to the downstream use and processing of our products, particularly the processing of alumina to manufacture aluminium ingots and use of metallurgical coal to make steel. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['FY22 Scope 3 GHG emissions by position in the value chain ', 'UPSTREAM (11%) DOWNSTREAM (89%) Purchased goods and services (5.4%) Capital goods (1.6%) Fuel and energy related activities (1.3%) Upstream transportation and distribution (2.8%) Processing of sold products (60.7%) Use of sold products (26.7%) Investments (1.5%) ', 'A description of Scope 3 GHG emission categories and methodologies is available in our 2022 Sustainability Databook at www.south32.net ', 'Although we do not have direct operational control over upstream and downstream activities, we are committed to proactively collaborating with our suppliers, customers, industry peers and other value chain partners to make a meaningful contribution to the actions and innovations required to reduce these emissions. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['To guide our progress towards our long-term Scope 3 goal, we have identified near-term actions across three strategic areas – partnerships, industry engagement and innovation. Our actions are underpinned by the: ', 'Current knowledge and understanding of the areas of material exposure, both from a Scope 3 category as well as a commodity portfolio perspective; ', 'Degree of control over upstream emissions and the ability to influence our downstream emissions; ', 'Level of support that we can provide towards the development of sectoral decarbonisation approaches; and ', 'Need to participate in activities to develop innovative technologies that will drive the transition of value chain emissions, despite the level of uncertainty. ']"
"Australia_South23, 2022, Climate Change Action Plan 2022",[Scope3],"['In developing our approach, we considered the materiality of Scope 3 GHG emissions in each reported category and the level of control or influence we have on the associated activities. For example, purchased goods and services in the upstream value chain contribute 5 per cent of reported Scope 3 GHG emissions. We aim to influence emissions reductions in the upstream value chain and in FY23 we intend to define a vendor selection process that enables preferential sourcing of raw materials with a lower level of embodied GHG emissions, as compared to the current state. Our intention is to select key suppliers and collaborate to develop options to reduce their operational GHG emissions. Our collaboration with suppliers will also consider alternative metrics to plan and track interventions to achieve emissions reductions, such as engagement and other non-emission targets. Similarly, we are able to influence the emissions associated with transport and distribution of our products through our participation in maritime decarbonisation initiatives. ']"
