File,Code,Text
"Switzerland_Nestle, 2020, net zero roadmap","[Offset, Scope3]","['We see enormous potential for the removal of GHG emissions from the atmosphere as a way to counterbalance those emissions that we cannot reduce directly. ', 'More than two-thirds of our emissions come from sourcing ingredients, so this is where we see the biggest opportunities. By 2030, we plan to remove 13 million tonnes of CO2e emissions from the atmosphere by prioritizing actions we can take now, while we develop projects that will pay off in the future. ', 'Removing GHGs using natural solutions, as well as technologies such as direct air capture and carbon storage, are not alternatives to tackling high emitting activities. However, these developments will play a role in helping us reach our net zero goal. By investing in these solutions now, we can help ensure they are ready to deliver at scale by 2050. ']"
"Switzerland_Nestle, 2020, net zero roadmap",[Offset],"['Nespresso France delivered carbon-neutral coffee through insetting in 2016, and Ready Refresh became carbon neutral through emission reductions and the purchase of carbon offsets in 2020. Other brands already committed to carbon neutrality include Garden of Life, Garden Gourmet and Nespresso by 2022, and Sweet Earth by 2025. Many more are set to follow. ', 'Nestlé will make its global water category carbon neutral by 2025, prioritizing international brands Perrier®, S.Pellegrino®, Acqua Panna® and Vittel® to achieve carbon neutrality by 2022. ', 'Tackle plastic waste – much of Nestlé Waters’ packaging is already 100% recyclable or reusable. We will build on this by committing to using 50% recycled PET globally by 2025, and supporting the rollout of alternative delivery systems. ']"
"Switzerland_Nestle, 2020, net zero roadmap",[Offset],"['Switch to renewable and alternative fuels in our supply chain – by 2025, we are committed to 100% renewable electricity and will look to switch to biomass fuels for our trucks. ', 'Achieve carbon neutrality – as well as addressing waste and energy use, we are purchasing high-quality offsets that remove and reduce carbon. ', 'Enhance water stewardship – we will maintain watersheds by replenishing 100% of the water we use, through locally tailored solutions that also reduce GHG emissions. These include investments in nature-based solutions like wetland restoration and water conservation programs. We will deliver on our commitment to certify all water sites globally to the international Alliance for Water Stewardship (AWS) Standard, which also covers the right to safe water and sanitation of communities. ', 'How brand carbon neutrality differs from the corporate net zero pledge ']"
"Switzerland_Nestle, 2020, net zero roadmap",[Offset],"['As well as contributing to our corporate pledge by delivering emissions reductions before claiming carbon neutrality, some of our brands are pursuing their own climate journey. Here, we explain how the journey of our brands differs from the overarching Nestlé net zero pledge. ', 'To become carbon-neutral certified, our brands need to assess all their GHG emissions. They must reduce and remove part of these emissions before offsetting the remainder through high-quality, verified schemes. Offsetting is the practice of balancing GHG emissions by compensating the equivalent elsewhere, outside of a company’s direct value chain. Insetting, on the other hand, occurs inside the value chain and is a form of carbon removal. ', 'Carbon neutrality claims for our brands are guided by local regulation. In the absence of this, we follow ISO or other international standards. ']"
"Switzerland_Nestle, 2020, net zero roadmap",[Paris],"['To achieve our corporate net zero pledge, emissions contained in the established carbon footprint baseline must first be reduced as far as possible. Removals within our value chain can then be used to address what is left. ', 'The corporate net zero pledge is guided by the SBTi, related to the United Nations 1.5°C Paris Agreement. ']"
"Switzerland_Nestle, 2020, net zero roadmap","[Paris, Offset]","['Farm to fork (includes consumer use and end-of-life packaging) Guided, among others, by ISO and local regulations Farm to store (excludes consumer use, but does include end-of-life packaging) Guided by the Science Based Targets initiative (SBTi) 20% reduction by 2025 50% reduction by 2030 Net zero by 2050 (against a 2018 baseline plus company growth) Offsetting is not allowed; all remaining emissions must be balanced by insetting. Brands Carbon neutrality Scope Emissions reduction rules Corporate Net zero target A minimum reduction in emissions, with insetting and offsetting allowed for the rest. ', 'Limiting global warming to 1.5°C requires transformational change across industries, governments and society. Nestlé will expand its advocacy for ambitious government policies and private sector leadership to ensure all sectors move more quickly toward this target. ']"
"Switzerland_Nestle, 2020, net zero roadmap",[Offset],"['Clear, widely accepted international standards that legitimize high-quality insetting and offsetting as valid carbon compensatory tools. ', 'Recognition of these solutions and their role in the net zero journey, regulated by the GHG Protocol and SBTi with clear reporting rules. ', 'Transparent carbon pricing that reflects the true cost of CO2e emissions and forms the basis of effective carbon markets, supported by internationally recognized standards. ', 'Internationally recognized standards to ensure that environmental claims are standardized, and can be communicated by companies in a transparent, comparable and truthful way. ', 'Support for regenerative agriculture and policies that halt deforestation, as well as certification schemes that incorporate low-carbon agriculture into their standards. ', 'Infrastructure that increases the availability of renewable energy and public policy that promotes its uptake, as well as aligned definitions for reporting consumption. ', 'Regulations and investment that support intermodal transport, especially rail, and the development of electric, hydrogen and biogas vehicles. ']"
"Switzerland_Nestle, 2020, net zero roadmap",[Offset],"['Waste management schemes and legislation that increase recycling in every country. ', 'We want to see clear standards that legitimize high-quality insetting and offsetting as valid carbon compensation tools and focus on outcomes rather than certifications. We also want to see widely adopted international standards that ensure transparency and quality for the actions behind carbon credits. ', 'NCS are conservation, restoration and improved land management actions in landscapes and wetlands that remove GHGs or avoid emissions. They could deliver almost one-third of the emissions reductions needed to limit global warming, while costing less than comparable actions and supporting agricultural resiliency and biodiversity. ', 'We believe NCS must be widely accepted and promoted by governments and agencies, along with clear accounting, reporting and monitoring rules. We want to see NCS as an allowed and recommended GHG insetting tool, regulated under the GHG Protocol and SBTi. We also want them to feature in government Nationally Determined Contributions and National Biodiversity Strategies and Action Plans. ']"
"Switzerland_Nestle, 2020, net zero roadmap",[Scope3],"['Pledges and policies that promote the uptake of clean energy are important, as are clear standards on methodology for calculating the Scope 3 impacts of renewable energy and alternative fuels. We would like to see aligned definitions on accepted mechanisms for claiming renewable energy consumption. ', 'We want to see government policy and public investment that supports intermodal transport and rail corridors, as well as the development and commercialization of electric, hydrogen and biogas infrastructure. ', 'We need logistics providers, especially of truck and ocean freight, to accelerate the provision of low-carbon solutions, and truck manufacturers must increase the availability of electric, hydrogen and biogas vehicles. ', 'We want to see waste management schemes set up in every country, and legislation that increases recycling rates and facilitates circular economies (reducing the generation of virgin plastics from oil and gas). It is also important that there is legislation that allows recycled plastics to be in direct contact with food. ']"
"Switzerland_Nestle, 2020, net zero roadmap","[Paris, Offset]","['Explaining some important terms The Paris Agreement In 2015, to respond to the threat of climate change, countries around the world convened in Paris under the United Nations Framework Convention on Climate Change. They agreed to keep global temperature rises below 2 degrees Celsius (°C) above pre-industrial levels, and to work toward a 1.5°C limit. Greenhouse gases (GHGs) Gases that trap heat into the atmosphere, therefore contributing to the warming of the planet. They are often expressed as CO2e (carbon dioxide equivalent) in terms of their GHG impact levels over time using CO2 as a reference. Carbon dioxide equivalent (CO2e) Carbon dioxide equivalent is a simple way of comparing the warming potential of a range of GHGs (including carbon dioxide and methane) by converting their amounts to the equivalent amount of carbon dioxide. Carbon neutral at the product level (based on ISO 14021, 2016) All the GHG (or CO2e) emissions from all stages of the product life cycle, and within the specified processes, have been reduced, removed or, as a last resort, accounted for through a system of offsets resulting in a product that has a carbon footprint of zero. Net zero at the corporate level (based on the Science Based Targets initiative) Net zero emissions are achieved when anthropogenic emissions of GHGs to the atmosphere are balanced by anthropogenic removals over a specified period. The climate metric used here is CO2 equivalent (CO2e), and all GHG emissions are in scope. Glossary 26  Nestlé’s Net Zero Roadmap ']"
