File,Code,Text
"UK_Rio Tinto, 2022, Climate Report 2022","[Scenario, Paris, IPCC]","['-10 0 10 20 30 40 50 60 70 80 2000 2010 2020 2030 2040 2050 2000 2010 2020 2030 2040 2050 2000 2010 2020 2030 2040 2050 Aspirational Leadership (1.5° C scenarios) Competitive Leadership (1.9° C to 2.1° C scenarios) Fragmented Leadership (2.6° C to 3.0° C scenarios) Gt CO2e ', 'Different IPCC scenarios represented in light grey lines specific to temperature range across different scenarios ', 'Producing materials essential for the low-carbon transition ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scenario],"['While the low-carbon transition is expected to create additional demand for our commodities, the outlook for demand varies significantly between our scenarios as a function of GDP growth, technology uptake, and scrap supply and use. Different demand trajectories, combined with industry supply responses and global carbon policy evolution, determine the market prices for our three major commodities and implications for our Group-level and asset valuations, as shown below. ', '280 80 100 120 140 160 180 200 220 240 260 2020 2030 2040 2050 % ', 'Price range across scenarios Upper Lower 2025-29 2030-39 2040-50+ ']"
"UK_Rio Tinto, 2022, Climate Report 2022","[Scenario, Offset]","['In all scenarios, China’s steel demand growth is forecast to slow as its economy matures. This is offset by construction growth in India and Southeast Asian countries. Steel demand is strongly driven by urbanisation and GDP growth and less exposed to the green energy transition than copper and aluminium. Wind turbines have a higher steel intensity than conventional generation, but the shift to electric vehicles will reduce steel demand in the automotive sector in favour of aluminium. Even by 2050, we expect that more than half of future crude steel production will remain based on iron ore (compared to about two-thirds today). ', 'In Fragmented Leadership, global iron ore demand remains broadly flat. The absence of challenging carbon targets keeps premiums for high-grade ores around their historical norms. Prices for both 62% Fe fines and high-grade 65% Fe fines are subdued. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",Scenario,"['In Aspirational and Competitive Leadership scenarios, stronger underlying GDP and construction demand growth support prices and offset the rising use of scrap materials. In both of these scenarios, the transition to low-carbon steelmaking will be accompanied by an increase in premiums for high-grade iron ores (eg 65% Fe fines) as current low-carbon steelmaking technologies are relatively inefficient at processing unwanted contaminants in iron ore. This is more material in Aspirational Leadership due to the higher carbon penalties imposed. Price differentials for low quality iron ores are also likely to widen. ', 'Price range across scenarios Upper Lower 2025-29 2030-39 2040-50+ Key Aspirational Leadership Competitive Leadership Fragmented Leadership ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scenario],"['Price range across scenarios Upper Lower 2025-29 2030-39 2040-50+ 280 80 100 120 140 160 180 200 220 240 260 2020 2030 2040 2050 % ', 'In Aspirational Leadership and Competitive Leadership, traditional and energy transition demand in the transport and electricity sectors doubles demand for aluminium semi-fabricated products over the next three decades. This supports aluminium prices over all time horizons. As higher global carbon penalties materialise, the overall industry cost structure will move upwards, further supporting prices in these two scenarios. ', 'In Fragmented Leadership, constrained economic growth and limited climate action suppress growth in aluminium demand to more moderate levels. ', 'Share of secondary recycled material rises from 28% today to ~45% by 2050. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scenario],"['280 80 100 120 140 160 180 200 220 240 260 2020 2030 2040 2050 % ', 'Price range across scenarios Upper Lower 2025-29 2030-39 2040-50+ ', 'Copper demand rises by 65-150% by 2050 across the three scenarios. Copper benefits from the rapid adoption of electric vehicles and growth in solar and wind generation, which all have higher copper intensities than conventional technologies. These are key demand drivers in Aspirational and Competitive Leadership scenarios. ', 'Copper prices are expected to be higher than historical norms over the next two decades. This is most pronounced in Aspirational and Competitive Leadership scenarios due to higher demand requirements. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",Scenario,"['In the 2040s, prices decline in real terms due to moderating demand growth and greater use of scrap material, which rises from 31% today to ~40% by 2050 across the scenarios. ', 'Note: Real 2022 prices. We do not publish our commodity price forecasts as this would weaken our position in commercial negotiations and might give rise to concerns from regulators and market participants. ', 'Implications for Rio Tinto’s portfolio and operations ']"
"UK_Rio Tinto, 2022, Climate Report 2022","[Scenario, Offset]","['This alignment with the low-carbon transition is reflected in the financial resilience of our portfolio across all scenarios considered. Our estimate for Group value in the Aspirational Leadership scenario lies between those for ', 'Fragmented and Competitive Leadership. This reflects higher estimated valuations for our copper and aluminium businesses in Aspirational Leadership, based on the above price profiles, offset by higher expected carbon penalties across our operating jurisdictions, and lower prices for lower-grade iron ore products. The same pattern holds for EBITDA margins at Group level. ', 'Our portfolio risks and opportunities in the low-carbon transition ', 'Lower medium-run demand versus Competitive Leadership due to higher scrap-use affecting Pilbara products (recovers post 2040) ', 'Large increases in carbon pricing and penalties drive demand for high-grade iron ore supporting Simandou and IOC ', 'Strong global GDP growth and continued urbanisation support iron ore demand including for Pilbara products ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Paris],"['Growth capex in iron ore relates to higher-grade ore from projects such as Simandou. Capex on mine development at Gudai-Darri and the Western Range is included in total capex. ', '1. Revenue includes share of equity accounted unit sales and intra-subsidiary / equity accounted unit sales. ', 'We are working to decarbonise our operations to strengthen our alignment with the goals of the Paris Agreement. In 2022, we did not advance our abatement projects as fast as we would have liked; however, our Scope 1 and 2 emissions fell to 30.3Mt CO2e, which is 7% below our 2018 equity emissions baseline. ']"
"UK_Rio Tinto, 2022, Climate Report 2022","[Paris, IPCC]","['In the Glasgow Climate Pact adopted at COP26, governments resolved to pursue efforts to limit the global temperature increase to 1.5°C. The Pact states that this “requires rapid, deep and sustained reductions in global greenhouse gas emissions, including reducing global carbon dioxide emissions by 45% by 2030 relative to the 2010 level and to net zero around mid-century, as well as deep reductions in other greenhouse gases”. This is consistent with the IPCC’s Special Report on 1.5°C that sets out multiple pathways to limiting warming to 1.5°C, which average around net zero emissions by 2050. ']"
"UK_Rio Tinto, 2022, Climate Report 2022","[Paris, Scope3]","['While there is no universal standard for determining the alignment of targets with the Paris Agreement goals, we conclude that our Scope 1 and 2 targets for 2030 are aligned with efforts to limit warming to 1.5°C. In 2021, KPMG provided limited assurance over the alignment of our Scope 1 and 2 targets with efforts to limit warming to 1.5°C. They also provided assurance of the roadmap to delivering those targets (as set out in our 2021 Climate Change Report). For this 2022 report, KPMG provide limited assurance over our progress reporting against our 2022 Climate Action Plan commitments (in addition to their assurance of our Scope 1, 2 and 3 emissions). Their statement is included at the end of the report. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Offset],"['There are risks and dependencies to delivering the projects to achieve our 2025 and 2030 targets. Many of the abatement projects identified are at early stages of development and it may be months or years before they reach final investment decision, construction and operation. Others may depend on local approvals or require collaboration with a wide range of stakeholders to achieve the large-scale low-carbon transformation that we are aiming for. The breakdown of our abatement projects above assumes that the full abatement potential is delivered on schedule. However, our experience suggests that there will be delays and that we will require a more significant use of offsets to achieve our 2025 target. We still have much work to do to progress our abatement projects and we continue to aim for our 2025 target to maintain focus within the organisation and drive action across our portfolio. ', 'Our pathway to our 2030 target: 6+1 abatement programmes ']"
"UK_Rio Tinto, 2022, Climate Report 2022","[Offset, Paris]","['In 2022, we established six abatement programmes, with dedicated people, to focus on the decarbonisation challenge across our product groups: repowering our Pacific Aluminium Operations, renewables, aluminium anodes – ELYSISTM, alumina process heat, minerals processing and diesel transition. We are also increasing our investment in our Nature Solutions team and now expect high integrity offsets to play a greater role in our decarbonisation strategy. As a result of the six programmes plus our investment in nature-based solutions (NbS), we are now better placed to make complex structural changes to our energy system by 2030, as we work towards our ambitious target that is aligned with the stretch goal of the Paris Agreement. ', '2030 pathway: emissions reduction potential by major abatement programme ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Offset],"['Given the high cost of emissions reductions and lack of feasible production-scale low-carbon technology solutions for parts of our business, our long-term commitment is for our operations to be net zero emissions by 2050, rather than zero emissions. While prioritising emissions reductions at mines and smelters, we are also exploring the role that NbS and offsets can play in our decarbonisation journey. Given the ', 'challenges to reduce emissions at our operations noted above, carbon offsets and removals are expected to form a significant part of our decarbonisation strategy this decade. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",Offset,"['Developing NbS at, or near, our assets In 2022, we completed pre-feasibility studies at five high-potential landscapes near our assets in Australia, Madagascar, South Africa and Guinea. These studies covered a diverse set of landscapes including forests, coastal dunes, mangroves and pastoral lands. ', 'The scale of the first-round projects is significant, with the potential for approximately 500,000 hectares of land under conservation, restoration or sustainable management, and generating up to one million tonnes of offsets per year by 2030. Core to this work is putting communities at the centre and empowering them to enhance their livelihoods through the protection, sustainable management, and restoration of nature and biodiversity. This approach helps to reduce social and environmental risks of our operations and is highly complementary to our work in these regions. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Offset],"['We are now progressing the first round of sites through feasibility studies – including stakeholder engagement and partner identification – and completing carbon and biodiversity assessments on the next set of priority sites. ', 'Securing high-quality carbon credits from the market ', 'Given the long lead times to develop our own NbS projects, in parallel we are ramping up commercial activities to secure high-quality carbon credits focusing on regions where our Scope 1 and 2 emissions are highest. Our preference is to have deeper involvement with a smaller number of projects to ensure that we are retiring high-integrity carbon credits. We anticipate that this will require us to explore a range of upstream partnership models (including long-term offtakes, co-investment and co-development) with high-quality partners and developers. ', 'Accelerating the creation of high integrity nature-based solutions projects in the regions where we operate ']"
"UK_Rio Tinto, 2022, Climate Report 2022","[Offset, Scope3]","['developer’s community approach is fair. We test for Free, Prior Informed Consent (FPIC) and whether benefits distribution is fair and transparent ', 'projects do not replace intact ecosystems or introduce invasive species ', 'integrated, regenerative landscape stewardship approaches (water, biodiversity, ecosystem services) are prioritised. ', 'The recent application of these criteria on the North American carbon offset spot market led to more than 80% of projects failing our internal due diligence, reinforcing the importance of upstream partnerships. We intend to use these criteria in upstream partnership collaborations to either augment existing projects or shape new projects. ', 'In 2022, we worked with a steel producer and bank in China to trial a carbon offset iron ore cargo1. We used carbon credits sourced from a Verra-certified forest management project (conversion of logged to protected forest) in Hubei province to offset the emissions associated with Scope 3 upstream activities, as ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Offset],"['We have also launched a partnership – partly sponsored by the United States Department of Energy – with climate technology and research bodies to assess the potential to store carbon dioxide as rock at the Tamarack nickel project in Minnesota. The geology of the Tamarack site holds the potential to permanently store large amounts of carbon captured from the atmosphere or from hard-to-abate industries by mineralising it through natural chemical reactions. ', '1. The following Voluntary Carbon Units were retired upon delivery of the cargo: 9918-159315717-159318418-VCS-VCU-324-VER-CN-14-1935-01012017-31122017-1 9918-159415717-159423014-VCS-VCU-324-VER-CN-14-1935-01012017-31122017-1 ', 'Capital allocation alignment with our decarbonisation strategy ']"
"UK_Rio Tinto, 2022, Climate Report 2022",Scenario,"['The world will need more aluminium, more copper, more high-grade iron ore and more lithium – and this is where we are focusing our growth investments. However, we will only invest in quality assets that will give robust returns under a range of economic, geopolitical and carbon scenarios, creating a resilient portfolio with significant upside to the energy transition. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Offset],"['In 2022, we shifted our focus from multiple projects captured in our marginal abatement costs curve to six abatement programmes that cut across our product groups. We are prioritising investment in decarbonising electricity and process heat this decade, as well as developing the technology such as ELYSISTM and low carbon vehicles that will deliver reductions in the longer term. Given the long lead times for these projects, we now expect offsets to make a greater contribution towards our ambitious targets. ', 'We are committed to aligning our future capital expenditure with our 2025 and 2030 Scope 1 and 2 emissions targets. We estimate that we will invest $7.5 billion in capital between 2022 and 2030 to deliver our decarbonisation strategy. Our capital expenditure on decarbonisation is expected to increase over the three years to 2025, reaching an estimated total of $1.5 billion. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scope3],"['Partnering to reduce the carbon footprint of our value chains ', 'We need to tackle our Scope 3 emissions, as we fully appreciate that to thrive in the long term we need to be part of net zero value chains. The best way for Rio Tinto to contribute to the low-carbon transition is to partner with our customers and others in our value chain to develop innovative solutions and help shape demand for low carbon metals and minerals. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scope3],"['Our Scope 3 emissions were 584Mt CO2e in 2022 – over 1% of the global total. These are primarily from our customers in Asia, processing our iron ore into steel and bauxite into aluminium, so our level of control is limited. Our approach to Scope 3 emissions balances ambition, pragmatism and our level of agency: it is focused on our most significant sources and is grounded in actions where we can have impact. Complex structural changes are needed in hard-to-abate sectors, such as steel, aluminium and shipping, to transition to net zero. While it is clear that we have a key role to play, we do not set an overall Scope 3 emissions target as we have limited ability to directly influence the production processes of our customers or their customers. In addition, reducing our Scope 3 emissions by shifting our portfolio away from fossil fuels or the natural depletion of coal mines is not an option for us. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scope3],"['We have seen a significant increase in the number of our customers that are setting public targets for their Scope 1 and 2 emissions (our Scope 3) and have ambitions to reach net zero by 2050. About 50% of our total iron ore sales are to steel producers that have already set public targets to reach net zero by 2050, up from 28% in 2021. Over 40% of our bauxite sales are to customers that have set net zero emissions targets, though only approximately 5% is to companies that are aiming for net zero by 2050. As these numbers rise, so will our ability to partner through the value chain to achieve our common sustainability objectives. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scope3],"['An inevitable structural shift toward green steel is underway. In the short to medium term, the industry is predominantly focusing on blast furnace optimisation and we are working closely with customers to support their ambitions. In the medium to long term, the industry will move towards cleaner processing routes such as DRI-EAF1. Steelmakers will increasingly value higher-grade ores with fewer impurities that are more energy efficient to process. Therefore, we are working in partnerships with customers, technology providers, universities and others to develop low-carbon technologies to process our iron ore into steel. This includes exploring DRI pathways using hydrogen and sustainable biomass. We are also working on options to beneficiate and upgrade our Pilbara ores to be better suited to low-carbon steelmaking technologies. ', '2022 Scope 3 emissions by category and source (equity basis) ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scope3],"['Our Scope 3 emissions were 584Mt CO2e in 2022 (558Mt CO2e in 2021, restated to be equivalent in methods to 2022). Over 94% of this is from the downstream processing of iron ore, bauxite and other products. Over 76% of these processing emissions arise in China, which has pledged to be carbon neutral by 2060, and another 18% come from Japan, South Korea and other countries that have pledged to be carbon neutral by 2050. ', 'Estimating our Scope 3 emissions remains challenging, but we have made further improvements in accuracy and completeness in 2022, notably the inclusion of voyage-specific emissions data from chartered ships. Customer-specific emissions data from the ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scope3],"['processing of our products continue to be limited in availability. We are working with a number of suppliers to understand emission factors for larger purchased goods and fuels with a focus on ensuring an equivalent cradle-to-gate boundary as the current factors. The full details of our updated approach to estimating Scope 3 emissions and our assumptions are available in our separate 2022 Scope 1, 2 and 3 Emissions Calculation Methodology Report on our website. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scope3],"['Our Scope 3 downstream processing emissions from bauxite and alumina rose from 144Mt CO2e in 2021 to 147Mt CO2e in 2022. This is due to an increase in sales to customers in countries with a higher than average emissions factor, as well as more accurate bauxite and alumina customer emissions reporting. Scope 3 processing emissions related to our iron ore rose from 365Mt CO2e in 2021 to 387Mt CO2e in 2022 primarily due to changes in product mix and an increase in iron ore sold. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scenario],"['In all our scenarios, we anticipate an increase in the use of steel scrap, especially in China, as the scrap pool rises, although this will depend on quality and quantity. However, even by 2050, we expect that more than half of future crude steel production will remain based on iron ore (compared to about two-thirds today). Meanwhile, blast furnace optimisation will be driven by the use of higher-grade ores, including iron ore lumps and pellets, as well as the replacement of pulverised coal injection with hydrogen and the oxygen enrichment of the blast air enabling gas recycling. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scenario],"['There is no proven process route at an industrial scale to produce primary net zero steel today; however, the industry is developing and scaling a range of new technologies. These include hydrogen-based DRI feeding into an electric arc furnace or into a basic oxygen furnace (BOF) via an intermediary melter step, direct smelting, the use of sustainable biomass, and carbon capture and storage (CCS), as well as more speculative technologies such as electrolysis. The speed and scale of deploying these new technologies will depend on technological breakthroughs, trends in capital intensity to close the cost gap with existing production methods, customer willingness to pay and government policies, including carbon prices. ', 'The low-carbon transition pathway of the steel industry is uncertain today but can be explored and better understood through scenarios. ']"
"UK_Rio Tinto, 2022, Climate Report 2022",[Scenario],"['One example is the scenario analysis presented in Net-Zero Steel Sector Transition Strategy first published in 2021, and updated in September 2022, by the Net Zero Steel Initiative (NZSI). NZSI is an industry platform, part of the Mission Possible Partnership, that brings together stakeholders across the whole steel supply chain to help put the sector on a path to net zero emissions by mid-century. ']"
"UK_Rio Tinto, 2022, Climate Report 2022","[Scenario, Scope3]","['The two NZSI net zero-aligned scenarios result in different carbon emission pathways for the steel industry, with reductions ranging from 11% to 33% by 2030, and from 50% to 76% by 2040 (in Tech Moratorium and Carbon Cost respectively, compared to the NZSI 2020 baseline). Assuming that the steel industry follows the NZSI Tech Moratorium scenario, our own analysis indicates that our iron ore-related Scope 3 emissions would fall by 44% by 2035 (24% in our 2021 Climate Change Report). This projection includes expected production growth at our Pilbara operations in Western Australia and the Iron Ore Company of Canada and assumes the development of our Simandou project in Guinea. The greater forecast reduction in Scope 3 emissions versus the 2021 Climate Change Report is due to a range of factors. ']"
